"order_number","order_date","delivery_date","delivery_date","customer_key","store_key","product_key","quantity","revenue","cost","profit","delivery_delay_days","order_channel"
"1697024",2019-08-24,2019-08-24,,382489,10,1691,2,10.78,5.50,5.28,0,In-Store
"1697024",2019-08-24,2019-08-24,,382489,10,2501,7,166.04,84.63,81.41,0,In-Store
"1697025",2019-08-24,2019-08-30,2019-08-30,394929,0,1696,6,101.94,33.78,68.16,6,Online
"1697025",2019-08-24,2019-08-30,2019-08-30,394929,0,1297,1,25.00,11.50,13.50,6,Online
"1697026",2019-08-24,2019-08-26,2019-08-26,192200,0,93,10,674.00,343.60,330.40,2,Online
"1697026",2019-08-24,2019-08-26,2019-08-26,192200,0,1624,3,657.00,217.68,439.32,2,Online
"1697026",2019-08-24,2019-08-26,2019-08-26,192200,0,473,5,295.00,150.40,144.60,2,Online
"1697026",2019-08-24,2019-08-26,2019-08-26,192200,0,86,3,299.97,137.94,162.03,2,Online
"1697026",2019-08-24,2019-08-26,2019-08-26,192200,0,2090,2,2950.00,977.40,1972.60,2,Online
"1697026",2019-08-24,2019-08-26,2019-08-26,192200,0,696,1,190.00,87.37,102.63,2,Online
"1697027",2019-08-24,2019-08-24,,1437978,43,2079,1,665.94,220.64,445.30,0,In-Store
"1697027",2019-08-24,2019-08-24,,1437978,43,1735,8,224.00,114.24,109.76,0,In-Store
"1697028",2019-08-24,2019-08-24,,348440,8,2504,1,9.99,5.09,4.90,0,In-Store
"1697028",2019-08-24,2019-08-24,,348440,8,94,5,337.00,171.80,165.20,0,In-Store
"1697028",2019-08-24,2019-08-24,,348440,8,1630,4,91.56,30.32,61.24,0,In-Store
"1697028",2019-08-24,2019-08-24,,348440,8,581,1,459.00,152.08,306.92,0,In-Store
"1697029",2019-08-24,2019-08-24,,1883844,59,1301,3,285.00,131.07,153.93,0,In-Store
"1697029",2019-08-24,2019-08-24,,1883844,59,41,2,464.00,213.38,250.62,0,In-Store
"1697029",2019-08-24,2019-08-24,,1883844,59,1628,1,13.89,6.39,7.50,0,In-Store
"1697030",2019-08-24,2019-08-24,,532320,23,1954,6,1799.94,917.64,882.30,0,In-Store
"1697031",2019-08-24,2019-08-26,2019-08-26,2098404,0,1379,5,115.00,52.90,62.10,2,Online
"1697031",2019-08-24,2019-08-26,2019-08-26,2098404,0,435,2,539.90,275.26,264.64,2,Online
"1697031",2019-08-24,2019-08-26,2019-08-26,2098404,0,117,1,169.99,86.67,83.32,2,Online
"1697032",2019-08-24,2019-08-24,,1864772,59,1650,2,579.98,192.16,387.82,0,In-Store
"1697032",2019-08-24,2019-08-24,,1864772,59,1722,2,112.00,57.10,54.90,0,In-Store
"1697035",2019-08-24,2019-08-24,,517556,22,1747,5,545.00,180.55,364.45,0,In-Store
"1697035",2019-08-24,2019-08-24,,517556,22,1675,1,6.89,3.17,3.72,0,In-Store
"1697035",2019-08-24,2019-08-24,,517556,22,48,2,299.90,152.90,147.00,0,In-Store
"1697035",2019-08-24,2019-08-24,,517556,22,185,3,507.00,167.97,339.03,0,In-Store
"1697035",2019-08-24,2019-08-24,,517556,22,1650,3,869.97,288.24,581.73,0,In-Store
"1697036",2019-08-24,2019-08-24,,382960,9,1741,3,84.00,42.84,41.16,0,In-Store
"1697036",2019-08-24,2019-08-24,,382960,9,1737,10,280.00,142.80,137.20,0,In-Store
"1697037",2019-08-24,2019-08-24,,1420996,57,1421,2,580.00,266.72,313.28,0,In-Store
"1697037",2019-08-24,2019-08-24,,1420996,57,1654,2,519.98,172.28,347.70,0,In-Store
"1697038",2019-08-24,2019-08-30,2019-08-30,1486029,0,4,7,150.99,77.00,73.99,6,Online
"1697039",2019-08-24,2019-08-24,,243341,8,65,6,1086.00,499.44,586.56,0,In-Store
"1697039",2019-08-24,2019-08-24,,243341,8,434,2,1198.00,550.92,647.08,0,In-Store
"1697040",2019-08-24,2019-08-24,,179431,6,1611,4,639.96,294.28,345.68,0,In-Store
"1697041",2019-08-24,2019-08-24,,719846,30,417,1,599.00,275.46,323.54,0,In-Store
"1697041",2019-08-24,2019-08-24,,719846,30,1126,1,332.00,152.68,179.32,0,In-Store
"1697042",2019-08-24,2019-08-24,,1885279,59,1591,2,25.32,11.64,13.68,0,In-Store
"1697042",2019-08-24,2019-08-24,,1885279,59,1521,5,1550.00,712.80,837.20,0,In-Store
"1697042",2019-08-24,2019-08-24,,1885279,59,1702,10,169.90,56.30,113.60,0,In-Store
"1697043",2019-08-24,2019-08-26,2019-08-26,1271947,0,451,3,1677.00,771.18,905.82,2,Online
"1697043",2019-08-24,2019-08-26,2019-08-26,1271947,0,1546,4,1208.00,400.24,807.76,2,Online
"1697043",2019-08-24,2019-08-26,2019-08-26,1271947,0,1697,3,16.17,8.25,7.92,2,Online
"1697043",2019-08-24,2019-08-26,2019-08-26,1271947,0,1767,3,102.00,46.92,55.08,2,Online
"1697043",2019-08-24,2019-08-26,2019-08-26,1271947,0,1670,1,8.99,4.13,4.86,2,Online
"1697043",2019-08-24,2019-08-26,2019-08-26,1271947,0,2157,1,129.90,66.23,63.67,2,Online
"1697043",2019-08-24,2019-08-26,2019-08-26,1271947,0,1517,3,801.00,368.34,432.66,2,Online
"1697044",2019-08-24,2019-08-27,2019-08-27,1255497,0,1165,1,170.00,86.67,83.33,3,Online
"1697044",2019-08-24,2019-08-27,2019-08-27,1255497,0,133,2,699.90,321.86,378.04,3,Online
"1697045",2019-08-24,2019-08-24,,1803547,57,2452,6,179.94,91.74,88.20,0,In-Store
"1697045",2019-08-24,2019-08-24,,1803547,57,2491,1,24.99,12.74,12.25,0,In-Store
"1697045",2019-08-24,2019-08-24,,1803547,57,1361,3,149.97,49.68,100.29,0,In-Store
"1697046",2019-08-24,2019-08-24,,1100816,38,1672,3,50.67,16.80,33.87,0,In-Store
"1697046",2019-08-24,2019-08-24,,1100816,38,2126,2,298.00,151.92,146.08,0,In-Store
"1697046",2019-08-24,2019-08-24,,1100816,38,302,5,4995.00,1654.95,3340.05,0,In-Store
"1697046",2019-08-24,2019-08-24,,1100816,38,458,3,689.70,351.63,338.07,0,In-Store
"1697047",2019-08-24,2019-08-24,,572998,27,443,2,698.00,320.98,377.02,0,In-Store
"1697047",2019-08-24,2019-08-24,,572998,27,2281,6,1379.94,634.56,745.38,0,In-Store
"1697047",2019-08-24,2019-08-24,,572998,27,445,1,559.00,257.06,301.94,0,In-Store
"1697047",2019-08-24,2019-08-24,,572998,27,1239,1,158.00,80.55,77.45,0,In-Store
"1697048",2019-08-24,2019-08-24,,1811452,47,1521,7,2170.00,997.92,1172.08,0,In-Store
"1697048",2019-08-24,2019-08-24,,1811452,47,1747,2,218.00,72.22,145.78,0,In-Store
"1698000",2019-08-25,2019-08-25,,1612752,47,340,1,819.00,376.63,442.37,0,In-Store
"1698001",2019-08-25,2019-08-25,,1109419,36,1492,3,717.00,329.73,387.27,0,In-Store
"1698001",2019-08-25,2019-08-25,,1109419,36,1410,1,230.00,105.77,124.23,0,In-Store
"1698002",2019-08-25,2019-08-25,,1612752,59,1421,2,580.00,266.72,313.28,0,In-Store
"1698002",2019-08-25,2019-08-25,,1612752,59,1109,9,3925.80,1300.68,2625.12,0,In-Store
"1698002",2019-08-25,2019-08-25,,1612752,59,2108,1,508.00,258.99,249.01,0,In-Store
"1698002",2019-08-25,2019-08-25,,1612752,59,73,2,95.90,44.10,51.80,0,In-Store
"1698002",2019-08-25,2019-08-25,,1612752,59,919,2,1.90,0.96,0.94,0,In-Store
"1698002",2019-08-25,2019-08-25,,1612752,59,1995,2,1331.88,441.28,890.60,0,In-Store
"1698004",2019-08-25,2019-08-25,,1681270,57,1652,2,359.98,165.54,194.44,0,In-Store
"1698004",2019-08-25,2019-08-25,,1681270,57,1691,7,37.73,19.25,18.48,0,In-Store
"1698004",2019-08-25,2019-08-25,,1681270,57,1671,2,9.98,5.08,4.90,0,In-Store
"1699000",2019-08-26,2019-08-31,2019-08-31,342356,0,413,1,599.00,275.46,323.54,5,Online
"1699000",2019-08-26,2019-08-31,2019-08-31,342356,0,71,1,47.95,22.05,25.90,5,Online
"1699000",2019-08-26,2019-08-31,2019-08-31,342356,0,2149,7,1141.00,581.70,559.30,5,Online
"1699001",2019-08-26,2019-08-26,,347499,8,1721,1,70.13,32.25,37.88,0,In-Store
"1699001",2019-08-26,2019-08-26,,347499,8,1611,3,479.97,220.71,259.26,0,In-Store
"1699001",2019-08-26,2019-08-26,,347499,8,474,1,49.00,24.98,24.02,0,In-Store
"1699002",2019-08-26,2019-08-26,,1660406,45,1600,1,57.88,26.62,31.26,0,In-Store
"1699002",2019-08-26,2019-08-26,,1660406,45,1463,3,879.00,404.22,474.78,0,In-Store
"1699002",2019-08-26,2019-08-26,,1660406,45,1609,1,259.99,86.14,173.85,0,In-Store
"1699003",2019-08-26,2019-08-26,,1949420,65,2058,2,279.98,142.74,137.24,0,In-Store
"1699003",2019-08-26,2019-08-26,,1949420,65,1668,1,6.99,3.56,3.43,0,In-Store
"1699003",2019-08-26,2019-08-26,,1949420,65,692,4,992.00,328.68,663.32,0,In-Store
"1699003",2019-08-26,2019-08-26,,1949420,65,1619,1,59.99,27.59,32.40,0,In-Store
"1699004",2019-08-26,2019-08-26,,1108629,39,418,4,1079.80,550.52,529.28,0,In-Store
"1699004",2019-08-26,2019-08-26,,1108629,39,1495,1,230.00,105.77,124.23,0,In-Store
"1699005",2019-08-26,2019-08-26,,1027802,38,443,3,1047.00,481.47,565.53,0,In-Store
"1699006",2019-08-26,2019-08-26,,1017018,37,101,1,120.00,55.18,64.82,0,In-Store
"1699006",2019-08-26,2019-08-26,,1017018,37,103,1,115.00,52.88,62.12,0,In-Store
"1699007",2019-08-26,2019-08-26,,2031446,61,78,1,40.55,18.65,21.90,0,In-Store
"1699008",2019-08-26,2019-08-26,,23320,6,1606,4,639.96,294.28,345.68,0,In-Store
"1699009",2019-08-26,2019-08-26,,478863,22,1293,3,1785.00,591.42,1193.58,0,In-Store
"1699009",2019-08-26,2019-08-26,,478863,22,1397,7,188.93,86.87,102.06,0,In-Store
"1699009",2019-08-26,2019-08-26,,478863,22,1441,6,1200.00,551.82,648.18,0,In-Store
"1699010",2019-08-26,2019-08-28,2019-08-28,1981992,0,1327,3,140.97,46.71,94.26,2,Online
"1699010",2019-08-26,2019-08-28,2019-08-28,1981992,0,50,2,399.90,183.90,216.00,2,Online
"1699010",2019-08-26,2019-08-28,2019-08-28,1981992,0,25,2,399.80,183.86,215.94,2,Online
"1699011",2019-08-26,2019-08-26,,400856,24,1565,2,510.00,234.54,275.46,0,In-Store
"1699011",2019-08-26,2019-08-26,,400856,24,596,1,190.00,62.95,127.05,0,In-Store
"1699011",2019-08-26,2019-08-26,,400856,24,1655,6,1739.94,576.48,1163.46,0,In-Store
"1699011",2019-08-26,2019-08-26,,400856,24,1631,7,88.62,40.74,47.88,0,In-Store
"1699012",2019-08-26,2019-08-31,2019-08-31,1179225,0,1128,5,3135.00,1038.70,2096.30,5,Online
"1699012",2019-08-26,2019-08-31,2019-08-31,1179225,0,450,1,919.00,304.48,614.52,5,Online
"1699013",2019-08-26,2019-08-26,,1250427,65,2061,1,665.94,220.64,445.30,0,In-Store
"1699014",2019-08-26,2019-08-26,,1940053,54,2109,3,772.50,393.84,378.66,0,In-Store
"1699014",2019-08-26,2019-08-26,,1940053,54,429,2,1199.80,551.74,648.06,0,In-Store
"1699015",2019-08-26,2019-08-26,,1621290,63,630,5,1255.00,577.15,677.85,0,In-Store
"1699015",2019-08-26,2019-08-26,,1621290,63,1484,2,416.00,191.30,224.70,0,In-Store
"1699016",2019-08-26,2019-08-26,,197212,5,1584,2,19.98,10.18,9.80,0,In-Store
"1699016",2019-08-26,2019-08-26,,197212,5,1341,10,160.00,81.60,78.40,0,In-Store
"1699017",2019-08-26,2019-08-26,,2082326,44,1610,2,579.98,192.16,387.82,0,In-Store
"1699017",2019-08-26,2019-08-26,,2082326,44,1072,4,1708.00,565.88,1142.12,0,In-Store
"1699017",2019-08-26,2019-08-26,,2082326,44,2092,3,2373.00,1091.25,1281.75,0,In-Store
"1699017",2019-08-26,2019-08-26,,2082326,44,154,1,469.97,216.12,253.85,0,In-Store
"1699018",2019-08-26,2019-08-26,,1941084,48,1345,1,22.00,10.12,11.88,0,In-Store
"1699018",2019-08-26,2019-08-26,,1941084,48,1483,2,538.00,247.40,290.60,0,In-Store
"1699018",2019-08-26,2019-08-26,,1941084,48,63,7,1267.00,582.68,684.32,0,In-Store
"1699019",2019-08-26,2019-08-28,2019-08-28,1650349,0,1523,1,299.00,137.50,161.50,2,Online
"1699019",2019-08-26,2019-08-28,2019-08-28,1650349,0,638,1,499.00,254.40,244.60,2,Online
"1699020",2019-08-26,2019-08-26,,1882011,66,1700,1,8.88,4.08,4.80,0,In-Store
"1699020",2019-08-26,2019-08-26,,1882011,66,2473,7,209.93,107.03,102.90,0,In-Store
"1699021",2019-08-26,2019-08-26,,1074512,39,1588,4,55.56,25.56,30.00,0,In-Store
"1700000",2019-08-27,2019-08-27,,890474,31,159,7,7699.93,3540.95,4158.98,0,In-Store
"1700000",2019-08-27,2019-08-27,,890474,31,518,8,6952.00,2303.36,4648.64,0,In-Store
"1700001",2019-08-27,2019-08-27,,1383272,53,792,2,55.80,25.66,30.14,0,In-Store
"1700001",2019-08-27,2019-08-27,,1383272,53,480,1,279.00,128.30,150.70,0,In-Store
"1700001",2019-08-27,2019-08-27,,1383272,53,1757,4,223.60,114.00,109.60,0,In-Store
"1700002",2019-08-27,2019-08-30,2019-08-30,1738243,0,1595,3,68.67,22.74,45.93,3,Online
"1700003",2019-08-27,2019-08-27,,322714,10,178,3,198.00,100.95,97.05,0,In-Store
"1700003",2019-08-27,2019-08-27,,322714,10,514,1,69.00,22.86,46.14,0,In-Store
"1700003",2019-08-27,2019-08-27,,322714,10,1424,4,800.00,367.88,432.12,0,In-Store
"1700003",2019-08-27,2019-08-27,,322714,10,1608,2,219.98,112.16,107.82,0,In-Store
"1700004",2019-08-27,2019-08-27,,1413691,56,1578,7,1533.00,507.92,1025.08,0,In-Store
"1700004",2019-08-27,2019-08-27,,1413691,56,1541,1,299.00,137.50,161.50,0,In-Store
"1700004",2019-08-27,2019-08-27,,1413691,56,802,4,62.00,31.60,30.40,0,In-Store
"1700005",2019-08-27,2019-08-27,,1963343,66,436,3,1107.00,564.39,542.61,0,In-Store
"1700006",2019-08-27,2019-08-27,,1952376,63,326,6,1794.00,914.64,879.36,0,In-Store
"1700007",2019-08-27,2019-08-27,,183169,5,421,3,1407.00,647.04,759.96,0,In-Store
"1700007",2019-08-27,2019-08-27,,183169,5,908,1,102.00,52.00,50.00,0,In-Store
"1700008",2019-08-27,2019-08-27,,1407506,49,2168,2,298.00,151.92,146.08,0,In-Store
"1700008",2019-08-27,2019-08-27,,1407506,49,2373,8,2399.92,1223.52,1176.40,0,In-Store
"1700008",2019-08-27,2019-08-27,,1407506,49,2112,1,791.00,363.75,427.25,0,In-Store
"1700009",2019-08-27,2019-08-27,,1388042,48,33,3,765.00,253.47,511.53,0,In-Store
"1700010",2019-08-27,2019-08-27,,1718240,66,2344,6,1611.00,740.82,870.18,0,In-Store
"1700010",2019-08-27,2019-08-27,,1718240,66,436,4,1476.00,752.52,723.48,0,In-Store
"1700010",2019-08-27,2019-08-27,,1718240,66,1600,7,405.16,186.34,218.82,0,In-Store
"1700010",2019-08-27,2019-08-27,,1718240,66,536,3,297.00,151.41,145.59,0,In-Store
"1700010",2019-08-27,2019-08-27,,1718240,66,1483,4,1076.00,494.80,581.20,0,In-Store
"1700010",2019-08-27,2019-08-27,,1718240,66,967,3,565.50,260.04,305.46,0,In-Store
"1700010",2019-08-27,2019-08-27,,1718240,66,1257,4,159.96,81.56,78.40,0,In-Store
"1700011",2019-08-27,2019-08-27,,1095528,39,1429,2,578.00,265.80,312.20,0,In-Store
"1700011",2019-08-27,2019-08-27,,1095528,39,451,1,559.00,257.06,301.94,0,In-Store
"1700011",2019-08-27,2019-08-27,,1095528,39,498,1,129.00,65.77,63.23,0,In-Store
"1700011",2019-08-27,2019-08-27,,1095528,39,1128,2,1254.00,415.48,838.52,0,In-Store
"1700011",2019-08-27,2019-08-27,,1095528,39,2511,9,36.54,18.63,17.91,0,In-Store
"1700011",2019-08-27,2019-08-27,,1095528,39,169,5,595.00,273.60,321.40,0,In-Store
"1700012",2019-08-27,2019-08-27,,383155,10,1701,2,9.96,5.08,4.88,0,In-Store
"1700014",2019-08-27,2019-08-27,,1509978,57,81,1,40.55,18.65,21.90,0,In-Store
"1700014",2019-08-27,2019-08-27,,1509978,57,505,4,2476.00,820.36,1655.64,0,In-Store
"1700014",2019-08-27,2019-08-27,,1509978,57,300,3,657.00,334.95,322.05,0,In-Store
"1700014",2019-08-27,2019-08-27,,1509978,57,1399,8,263.92,121.36,142.56,0,In-Store
"1700014",2019-08-27,2019-08-27,,1509978,57,56,2,592.00,196.14,395.86,0,In-Store
"1700014",2019-08-27,2019-08-27,,1509978,57,1600,8,463.04,212.96,250.08,0,In-Store
"1700014",2019-08-27,2019-08-27,,1509978,57,383,7,4193.00,1928.22,2264.78,0,In-Store
"1700015",2019-08-27,2019-08-27,,493252,26,1277,3,156.39,79.74,76.65,0,In-Store
"1700015",2019-08-27,2019-08-27,,493252,26,1542,4,1320.00,607.04,712.96,0,In-Store
"1700015",2019-08-27,2019-08-27,,493252,26,1012,4,792.00,364.20,427.80,0,In-Store
"1700015",2019-08-27,2019-08-27,,493252,26,1806,5,160.00,81.55,78.45,0,In-Store
"1700016",2019-08-27,2019-08-27,,1855763,62,1611,5,799.95,367.85,432.10,0,In-Store
"1700016",2019-08-27,2019-08-27,,1855763,62,1686,2,13.98,7.12,6.86,0,In-Store
"1700016",2019-08-27,2019-08-27,,1855763,62,109,4,531.96,244.64,287.32,0,In-Store
"1700017",2019-08-27,2019-08-27,,815559,34,2505,9,89.91,45.81,44.10,0,In-Store
"1700018",2019-08-27,2019-08-27,,2010262,55,453,1,229.90,117.21,112.69,0,In-Store
"1700018",2019-08-27,2019-08-27,,2010262,55,63,1,181.00,83.24,97.76,0,In-Store
"1700018",2019-08-27,2019-08-27,,2010262,55,1695,8,39.84,20.32,19.52,0,In-Store
"1700019",2019-08-27,2019-08-27,,1745312,48,1141,2,872.40,289.04,583.36,0,In-Store
"1700019",2019-08-27,2019-08-27,,1745312,48,690,7,1596.00,528.78,1067.22,0,In-Store
"1700019",2019-08-27,2019-08-27,,1745312,48,1413,3,897.00,412.50,484.50,0,In-Store
"1700019",2019-08-27,2019-08-27,,1745312,48,51,2,399.90,183.90,216.00,0,In-Store
"1700020",2019-08-27,2019-08-27,,1918687,54,96,1,67.40,34.36,33.04,0,In-Store
"1700020",2019-08-27,2019-08-27,,1918687,54,847,4,62.40,31.80,30.60,0,In-Store
"1700020",2019-08-27,2019-08-27,,1918687,54,1554,2,596.00,274.08,321.92,0,In-Store
"1700020",2019-08-27,2019-08-27,,1918687,54,873,1,20.96,10.69,10.27,0,In-Store
"1700021",2019-08-27,2019-08-27,,1979995,49,114,3,749.97,248.49,501.48,0,In-Store
"1700021",2019-08-27,2019-08-27,,1979995,49,429,6,3599.40,1655.22,1944.18,0,In-Store
"1700022",2019-08-27,2019-08-27,,1389855,45,437,2,999.80,509.72,490.08,0,In-Store
"1700022",2019-08-27,2019-08-27,,1389855,45,1565,4,1020.00,469.08,550.92,0,In-Store
"1700022",2019-08-27,2019-08-27,,1389855,45,548,3,570.00,262.11,307.89,0,In-Store
"1700022",2019-08-27,2019-08-27,,1389855,45,430,1,269.95,137.63,132.32,0,In-Store
"1700023",2019-08-27,2019-08-27,,625005,15,1661,4,22.00,11.20,10.80,0,In-Store
"1700024",2019-08-27,2019-09-01,2019-09-01,412041,0,1617,1,57.99,26.67,31.32,5,Online
"1700024",2019-08-27,2019-09-01,2019-09-01,412041,0,424,4,1079.80,550.52,529.28,5,Online
"1700025",2019-08-27,2019-08-29,2019-08-29,1509730,0,1422,7,2107.00,968.94,1138.06,2,Online
"1700025",2019-08-27,2019-08-29,2019-08-29,1509730,0,1767,3,102.00,46.92,55.08,2,Online
"1700025",2019-08-27,2019-08-29,2019-08-29,1509730,0,140,1,499.99,229.93,270.06,2,Online
"1700025",2019-08-27,2019-08-29,2019-08-29,1509730,0,2096,2,1755.00,807.06,947.94,2,Online
"1700026",2019-08-27,2019-08-27,,1635754,48,444,5,4595.00,1522.40,3072.60,0,In-Store
"1700027",2019-08-27,2019-08-27,,1493947,56,1577,2,438.00,145.12,292.88,0,In-Store
"1700028",2019-08-27,2019-08-27,,1897822,66,1594,3,29.97,15.27,14.70,0,In-Store
"1700028",2019-08-27,2019-08-27,,1897822,66,1252,1,59.99,30.58,29.41,0,In-Store
"1700029",2019-08-27,2019-08-27,,1729878,62,2508,2,9.48,4.84,4.64,0,In-Store
"1700029",2019-08-27,2019-08-27,,1729878,62,2512,2,259.98,86.14,173.84,0,In-Store
"1700029",2019-08-27,2019-08-27,,1729878,62,1327,3,140.97,46.71,94.26,0,In-Store
"1701000",2019-08-28,2019-08-28,,1690458,54,1592,1,17.99,8.27,9.72,0,In-Store
"1701001",2019-08-28,2019-08-30,2019-08-30,72812,0,1000,3,387.00,177.96,209.04,2,Online
"1701001",2019-08-28,2019-08-30,2019-08-30,72812,0,1189,1,170.00,86.67,83.33,2,Online
"1701001",2019-08-28,2019-08-30,2019-08-30,72812,0,1566,2,532.00,244.64,287.36,2,Online
"1701001",2019-08-28,2019-08-30,2019-08-30,72812,0,1608,2,219.98,112.16,107.82,2,Online
"1701001",2019-08-28,2019-08-30,2019-08-30,72812,0,2097,4,3164.00,1455.00,1709.00,2,Online
"1701001",2019-08-28,2019-08-30,2019-08-30,72812,0,1458,5,1000.00,459.85,540.15,2,Online
"1701001",2019-08-28,2019-08-30,2019-08-30,72812,0,530,1,619.00,205.09,413.91,2,Online
"1701002",2019-08-28,2019-08-28,,2050933,49,53,1,296.00,98.07,197.93,0,In-Store
"1701002",2019-08-28,2019-08-28,,2050933,49,1892,2,5304.00,1757.32,3546.68,0,In-Store
"1701002",2019-08-28,2019-08-28,,2050933,49,1767,6,204.00,93.84,110.16,0,In-Store
"1701003",2019-08-28,2019-08-28,,1599316,50,1647,1,179.99,82.77,97.22,0,In-Store
"1701003",2019-08-28,2019-08-28,,1599316,50,1512,1,239.00,109.91,129.09,0,In-Store
"1701003",2019-08-28,2019-08-28,,1599316,50,45,1,232.00,106.69,125.31,0,In-Store
"1701004",2019-08-28,2019-08-28,,1796381,63,451,9,5031.00,2313.54,2717.46,0,In-Store
"1701004",2019-08-28,2019-08-28,,1796381,63,731,8,1032.00,474.56,557.44,0,In-Store
"1701004",2019-08-28,2019-08-28,,1796381,63,453,3,689.70,351.63,338.07,0,In-Store
"1701005",2019-08-28,2019-09-03,2019-09-03,1702221,0,227,1,639.00,293.85,345.15,6,Online
"1701005",2019-08-28,2019-09-03,2019-09-03,1702221,0,1768,4,136.00,62.56,73.44,6,Online
"1701005",2019-08-28,2019-09-03,2019-09-03,1702221,0,1674,1,6.99,3.56,3.43,6,Online
"1701007",2019-08-28,2019-08-30,2019-08-30,1572877,0,1581,5,1095.00,362.80,732.20,2,Online
"1701008",2019-08-28,2019-08-28,,1276329,55,2093,2,1016.00,517.98,498.02,0,In-Store
"1701008",2019-08-28,2019-08-28,,1276329,55,438,2,1838.00,608.96,1229.04,0,In-Store
"1701009",2019-08-28,2019-08-28,,1373148,47,973,8,1600.00,530.08,1069.92,0,In-Store
"1701010",2019-08-28,2019-08-31,2019-08-31,1313113,0,50,2,399.90,183.90,216.00,3,Online
"1701011",2019-08-28,2019-08-28,,1459006,63,1612,1,179.99,82.77,97.22,0,In-Store
"1701011",2019-08-28,2019-08-28,,1459006,63,1711,6,420.78,193.50,227.28,0,In-Store
"1701011",2019-08-28,2019-08-28,,1459006,63,2499,3,71.16,36.27,34.89,0,In-Store
"1701012",2019-08-28,2019-08-28,,1192665,39,439,1,559.00,257.06,301.94,0,In-Store
"1701012",2019-08-28,2019-08-28,,1192665,39,423,1,599.00,275.46,323.54,0,In-Store
"1701012",2019-08-28,2019-08-28,,1192665,39,1618,2,117.98,54.26,63.72,0,In-Store
"1701012",2019-08-28,2019-08-28,,1192665,39,1630,2,45.78,15.16,30.62,0,In-Store
"1701012",2019-08-28,2019-08-28,,1192665,39,2018,1,94.99,48.43,46.56,0,In-Store
"1701013",2019-08-28,2019-09-03,2019-09-03,1323098,0,1357,2,77.98,35.86,42.12,6,Online
"1701013",2019-08-28,2019-09-03,2019-09-03,1323098,0,1532,1,280.00,128.76,151.24,6,Online
"1701014",2019-08-28,2019-08-31,2019-08-31,552431,0,1563,1,268.00,123.24,144.76,3,Online
"1701014",2019-08-28,2019-08-31,2019-08-31,552431,0,1694,1,8.88,4.08,4.80,3,Online
"1701014",2019-08-28,2019-08-31,2019-08-31,552431,0,941,4,167.96,85.64,82.32,3,Online
"1701015",2019-08-28,2019-08-28,,1211218,47,715,10,1490.00,685.20,804.80,0,In-Store
"1701015",2019-08-28,2019-08-28,,1211218,47,74,8,303.60,139.60,164.00,0,In-Store
"1701017",2019-08-28,2019-08-31,2019-08-31,1112089,0,1591,4,50.64,23.28,27.36,3,Online
"1701017",2019-08-28,2019-08-31,2019-08-31,1112089,0,1692,2,13.98,7.12,6.86,3,Online
"1701018",2019-08-28,2019-08-28,,1152244,42,150,1,1184.97,392.60,792.37,0,In-Store
"1701018",2019-08-28,2019-08-28,,1152244,42,1780,1,43.00,21.92,21.08,0,In-Store
"1701019",2019-08-28,2019-08-28,,669715,14,1181,1,1580.00,523.49,1056.51,0,In-Store
"1701019",2019-08-28,2019-08-28,,669715,14,110,1,132.99,61.16,71.83,0,In-Store
"1701020",2019-08-28,2019-09-05,2019-09-05,778127,0,1624,1,219.00,72.56,146.44,8,Online
"1701022",2019-08-28,2019-08-28,,1238858,61,54,6,1776.00,588.42,1187.58,0,In-Store
"1701024",2019-08-28,2019-08-28,,1490808,65,1117,1,436.20,144.52,291.68,0,In-Store
"1701024",2019-08-28,2019-08-28,,1490808,65,1104,3,1281.00,424.41,856.59,0,In-Store
"1701025",2019-08-28,2019-08-28,,769462,29,451,2,1118.00,514.12,603.88,0,In-Store
"1701025",2019-08-28,2019-08-28,,769462,29,1621,9,116.91,59.58,57.33,0,In-Store
"1701026",2019-08-28,2019-08-28,,1741571,61,445,3,1677.00,771.18,905.82,0,In-Store
"1701026",2019-08-28,2019-08-28,,1741571,61,373,3,978.00,498.60,479.40,0,In-Store
"1701027",2019-08-28,2019-08-28,,1669725,48,142,1,299.99,152.94,147.05,0,In-Store
"1701027",2019-08-28,2019-08-28,,1669725,48,449,1,349.00,160.49,188.51,0,In-Store
"1701028",2019-08-28,2019-08-28,,1778294,65,2502,1,9.99,5.09,4.90,0,In-Store
"1701028",2019-08-28,2019-08-28,,1778294,65,1579,2,438.00,145.12,292.88,0,In-Store
"1701028",2019-08-28,2019-08-28,,1778294,65,1632,9,161.91,74.43,87.48,0,In-Store
"1701028",2019-08-28,2019-08-28,,1778294,65,665,7,714.00,364.00,350.00,0,In-Store
"1701029",2019-08-28,2019-08-28,,752411,30,454,2,539.80,275.20,264.60,0,In-Store
"1701029",2019-08-28,2019-08-28,,752411,30,1468,5,945.00,434.55,510.45,0,In-Store
"1701029",2019-08-28,2019-08-28,,752411,30,752,2,19.00,9.68,9.32,0,In-Store
"1701029",2019-08-28,2019-08-28,,752411,30,1801,3,96.00,48.93,47.07,0,In-Store
"1701029",2019-08-28,2019-08-28,,752411,30,59,1,156.00,79.53,76.47,0,In-Store
"1701030",2019-08-28,2019-09-01,2019-09-01,1883820,0,792,10,279.00,128.30,150.70,4,Online
